node	cluster	sps	cluster_ref
Rory_5510	g1_0	Rory	g1_0ab
Gpro_96002	g1_0	Gpro	g1_0ab
Aque_XP_003385238	g1_0	Aque	g1_0ab
Sbic_08g002530	g1_0	Sbic	g1_0ab
Crev_25774	g1_0	Crev	g1_0ab
Tadh_XP_002117297	g1_0	Tadh	g1_0ab
Cmer_CMG025C	g1_0	Cmer	g1_0ab
Pbla_Phybl2_34196	g1_0	Pbla	g1_0ab
Nspp_14168_fr5	g1_0	Nspp	g1_0
Cgig_10017490	g1_0	Cgig	g1_0ab
Ccri_T00001983001	g1_0	Ccri	g1_0ab
Hsap_ENSP00000262519	g1_0	Hsap	g1_0ab
Mlei_ML056953a	g1_0	Mlei	g1_0ab
Smoe_XP_002962407	g1_0	Smoe	g1_0ab
Dmel_FBpp0112592	g1_0	Dmel	g1_0ab
Mvib_comp12474_c0_seq1_fr5	g1_0	Mvib	g1_0
Fgra_FGSG_07445	g1_0	Fgra	g1_0ab
Ppal_EFA75361_1	g1_0	Ppal	g1_0ab
Gthe_66907	g1_0	Gthe	g1_0ab
Cowc_CAOG_03580	g1_0	Cowc	g1_0ab
Ihof_383	g1_0	Ihof	g1_0ab
Ocar_g9304_t1	g1_0	Ocar	g1_0ab
Ttra_AMSG_09203	g1_0	Ttra	g1_0ab
Bden_Batde5_35515	g1_0	Bden	g1_0ab
Pisp_26066	g1_0	Pisp	g1_0ab
Rall_5515	g1_0	Rall	g1_0ab
Acas_g11544	g1_0	Acas	g1_0ab
Ccin_CC1G_15535	g1_0	Ccin	g1_0ab
Rfil_3789713_2s	g1_0	Rfil	g1_0ab
Ppat_XP_001771062	g1_0	Ppat	g1_0ab
Ngru_XP_002683109	g1_0	Ngru	g1_0ab
Spom_NP_587812_1	g1_0	Spom	g1_0ab
Apar_comp23409_c1_seq1_fr4	g1_0	Apar	g1_0ab
Glam_XP_001708058	g1_0	Glam	g1_0ab
Rall_3554	g1_0	Rall	g1_0
Bnat_37368	g1_0	Bnat	g1_0ab
Pyez_40134_g9249	g1_0	Pyez	g1_0ab
Acoe_017_00002	g1_0	Acoe	g1_0ab
Nspp_18097_fr5	g1_0	Nspp	g1_0
Vcar_XP_002954958	g1_0	Vcar	g1_0ab
Umar_174815	g1_0	Umar	g1_0ab
Scil_54447	g1_0	Scil	g1_0ab
Nspp_552_fr5	g1_0	Nspp	g1_0ab
Cint_ENSCINP00000011316	g1_0	Cint	g1_0ab
Falb_H696_00716T0	g1_0	Falb	g1_0ab
Cpar_29058Contig6840	g1_0	Cpar	g1_0ab
Rirr_66612	g1_0	Rirr	g1_0ab
Mcir_Mucci2_137855	g1_0	Mcir	g1_0ab
Amac_13595	g1_0	Amac	g1_0ab
Cele_C26E6_9c	g1_0	Cele	g1_0ab
Clim_g610	g1_0	Clim	g1_0ab
Bdis_4g01790	g1_0	Bdis	g1_0ab
Cfra_6039T1	g1_0	Cfra	g1_0ab
Sarc_SARC_05279	g1_0	Sarc	g1_0ab
Amac_13344	g1_0	Amac	g1_0ab
Bdis_3g13430	g1_0	Bdis	g1_0ab
Rory_11085	g1_0	Rory	g1_0ab
Atha_AT5G42400	g1_0	Atha	g1_0ab
Tmel_XP_002840838	g1_0	Tmel	g1_0ab
Sros_PTSG_11893	g1_0	Sros	g1_0ab
Cneo_XP_570558	g1_0	Cneo	g1_0ab
Rfil_92400_1cf1	g1_0	Rfil	g1_0
Ppat_XP_001768289	g1_0	Ppat	g1_0ab
Cang_102567	g1_0	Cang	g1_0ab
Ncra_1100NCU01206	g1_0	Ncra	g1_0ab
Smoe_XP_002965618	g1_0	Smoe	g1_0ab
Hmag_XP_002161122	g1_0	Hmag	g1_0ab
Spun_SPPG_04443	g1_0	Spun	g1_0ab
Crei_XP_001702027	g1_0	Crei	g1_0ab
Lgig_138486	g1_0	Lgig	g1_0ab
Hsap_ENSP00000267197	g1_0	Hsap	g1_0ab
Ctel_150651	g1_0	Ctel	g1_0ab
Amac_06505	g1_0	Amac	g1_0
Mvib_comp3625_c0_seq1_fr6	g1_0	Mvib	g1_0ab
Umay_XP_758824	g1_0	Umay	g1_0ab
Pbla_Phybl2_20422	g1_0	Pbla	g1_0ab
Ccor_82240	g1_0	Ccor	g1_0ab
Scer_SCRT_04833	g1_0	Scer	g1_0ab
Ddis_XP_636258	g1_0	Ddis	g1_0ab
Mbre_XP_001748661	g1_0	Mbre	g1_0ab
Amac_15452	g1_0	Amac	g1_0
Mgut_mgv1a023175m	g1_0	Mgut	g1_0ab
Smoe_XP_002963921	g1_0	Smoe	g1_0ab
Ehux_206556	g1_0	Ehux	g1_0ab
Nvec_XP_001636609	g1_0	Nvec	g1_0ab
Mver_03320	g1_0	Mver	g1_0ab
Spur_XP_003727587	g1_0	Spur	g1_0ab
Cang_107102	g1_0	Cang	g1_0
Hmag_XP_002155522	g1_1	Hmag	g1_1
Esil_CBJ49018	g1_1	Esil	g1_1a
Mlei_ML024912a	g1_1	Mlei	g1_1a
Cint_ENSCINP00000025690	g1_1	Cint	g1_1a
Hmag_XP_002154569	g1_1	Hmag	g1_1a
Cowc_CAOG_07681	g1_1	Cowc	g1_1a
Hmag_XP_002168824	g1_1	Hmag	g1_1
Spur_XP_003731178	g1_1	Spur	g1_1
Lgig_117025	g1_1	Lgig	g1_1a
Ctel_172225	g1_1	Ctel	g1_1a
Scil_63960	g1_1	Scil	g1_1a
Ehux_233107	g1_1	Ehux	g1_1
Cgig_10016754	g1_1	Cgig	g1_1a
Cgig_10003511	g1_1	Cgig	g1_1
Cgig_10001891	g1_1	Cgig	g1_1
Apar_comp22257_c0_seq1_fr4	g1_1	Apar	g1_1a
Cpar_20263Contig25695	g1_1	Cpar	g1_1a
Sarc_SARC_03923	g1_1	Sarc	g1_1a
Cpar_12930Contig6860	g1_1	Cpar	g1_1a
Pfal_Q8I1Z0_Q8I1Z0	g1_1	Pfal	g1_1a
Esil_CBJ48999	g1_1	Esil	g1_1a
Cele_T26A5_7a	g1_1	Cele	g1_1a
Ocar_g7553_t1	g1_1	Ocar	g1_1a
Ctel_210805	g1_1	Ctel	g1_1
Spur_XP_003725758	g1_1	Spur	g1_1
Cgig_10000979	g1_1	Cgig	g1_1
Hmag_XP_002158221	g1_1	Hmag	g1_1a
Ihof_7590	g1_1	Ihof	g1_1a
Spur_XP_003728212	g1_1	Spur	g1_1
Hmag_XP_002166795	g1_1	Hmag	g1_1
Ctel_49838	g1_1	Ctel	g1_1
Nvec_XP_001629745	g1_1	Nvec	g1_1a
Skow_XP_002737721	g1_1	Skow	g1_1a
Mbre_XP_001744129	g1_1	Mbre	g1_1a
Spur_XP_001198325	g1_1	Spur	g1_1
Ppal_EFA79695_1	g1_1	Ppal	g1_1a
Mlei_ML19101a	g1_1	Mlei	g1_1
Lgig_175732	g1_1	Lgig	g1_1
Aque_XP_003387132	g1_1	Aque	g1_1a
Hsap_ENSP00000332995	g1_1	Hsap	g1_1a
Cgig_10001890	g1_1	Cgig	g1_1
Tadh_XP_002114992	g1_1	Tadh	g1_1a
Hmag_XP_002164363	g1_1	Hmag	g1_1
Cfra_1842T1	g1_1	Cfra	g1_1a
Spur_XP_797080	g1_1	Spur	g1_1a
Mvib_comp6636_c1_seq1_fr4	g1_1	Mvib	g1_1a
Tgon_XP_002371298	g1_1	Tgon	g1_1a
Lgig_175490	g1_1	Lgig	g1_1
Dmel_FBpp0082387	g1_1	Dmel	g1_1a
Cgig_10022534	g1_1	Cgig	g1_1
Mpus_Micpu57043	g1_1	Mpus	g1_1a
Ctel_214008	g1_1	Ctel	g1_1
Spur_XP_003730416	g1_1	Spur	g1_1
Ctel_195572	g1_1	Ctel	g1_1
Clim_g757	g1_1	Clim	g1_1a
Sros_PTSG_09393	g1_1	Sros	g1_1a
Cgig_10021314	g1_1	Cgig	g1_1
Acas_g15151	g1_1	Acas	g1_1
Vcar_XP_002947900	g1_2	Vcar	g1_2abcd
Nvec_XP_001622958	g1_2	Nvec	g1_2bd
Cvar_EFN53400	g1_2	Cvar	g1_2abcd
Apar_comp16066_c0_seq1_fr6	g1_2	Apar	g1_2ac
Ptri_XP_002181282	g1_2	Ptri	g1_2abcd
Sbic_03g029850	g1_2	Sbic	g1_2abcd
Smoe_XP_002982095	g1_2	Smoe	g1_2abcd
Atha_AT5G53430	g1_2	Atha	g1_2abcd
Scil_30598	g1_2	Scil	g1_2bd
Sbic_03g001640	g1_2	Sbic	g1_2abcd
Skow_XP_002736118	g1_2	Skow	g1_2ac
Ocar_g10414_t1	g1_2	Ocar	g1_2bd
Mgut_mgv1a000575m	g1_2	Mgut	g1_2abcd
Cgig_10008103	g1_2	Cgig	g1_2bd
Otau_XP_003078017	g1_2	Otau	g1_2abcd
Dmel_FBpp0070347	g1_2	Dmel	g1_2ac
Cgig_10022561	g1_2	Cgig	g1_2ac
Acas_g2013	g1_2	Acas	g1_2abcd
Gthe_78620	g1_2	Gthe	g1_2abcd
Mbre_XP_001747654	g1_2	Mbre	g1_2bd
Hmag_XP_002169286	g1_2	Hmag	g1_2ac
Hsap_ENSP00000347325	g1_2	Hsap	g1_2a
Cint_ENSCINP00000025384	g1_2	Cint	g1_2b
Ttra_AMSG_03613	g1_2	Ttra	g1_2abcd
Mlei_ML41301a	g1_2	Mlei	g1_2bd
Esil_CBN75119	g1_2	Esil	g1_2abcd
Lgig_215812	g1_2	Lgig	g1_2ac
Mpus_Micpu21435	g1_2	Mpus	g1_2abcd
Sbic_02g016820	g1_2	Sbic	g1_2abcd
Bdis_2g45430	g1_2	Bdis	g1_2abcd
Tvag_XP_001584257	g1_2	Tvag	g1_2abcd
Spur_XP_003724176	g1_2	Spur	g1_2ac
Scil_6054	g1_2	Scil	g1_2ac
Acoe_058_00150	g1_2	Acoe	g1_2abcd
Cmer_CMD005C	g1_2	Cmer	g1_2ac
Spur_XP_795757	g1_2	Spur	g1_2ac
Crei_XP_001703016	g1_2	Crei	g1_2abcd
Acoe_013_00096	g1_2	Acoe	g1_2abcd
Bdis_4g08510	g1_2	Bdis	g1_2abcd
Cowc_CAOG_01362	g1_2	Cowc	g1_2bd
Hsap_ENSP00000222270	g1_2	Hsap	g1_2b
Tadh_XP_002112190	g1_2	Tadh	g1_2bd
Ppat_XP_001767466	g1_2	Ppat	g1_2abcd
Mlei_ML015714a	g1_2	Mlei	g1_2a
Dmel_FBpp0082406	g1_2	Dmel	g1_2bd
Ppat_XP_001780587	g1_2	Ppat	g1_2abcd
Adig_278v118577	g1_2	Adig	g1_2bd
Bdis_2g07082	g1_2	Bdis	g1_2abcd
Tpse_XP_002291362	g1_2	Tpse	g1_2abcd
Smoe_XP_002980880	g1_2	Smoe	g1_2abcd
Lgig_209271	g1_2	Lgig	g1_2bd
Atha_AT3G61740	g1_2	Atha	g1_2abcd
Acoe_037_00166	g1_2	Acoe	g1_2abcd
Nvec_XP_001623359	g1_2	Nvec	g1_2bd
Atha_AT2G31650	g1_2	Atha	g1_2abcd
Smoe_XP_002992195	g1_2	Smoe	g1_2abcd
Ctel_153177	g1_2	Ctel	g1_2ac
Smoe_XP_002964071	g1_2	Smoe	g1_2abcd
Vcar_XP_002956071	g1_2	Vcar	g1_2abcd
Cint_ENSCINP00000003156	g1_2	Cint	g1_2ac
Smoe_XP_002974368	g1_2	Smoe	g1_2abcd
Aque_XP_003389474	g1_2	Aque	g1_2bd
Adig_1072v119182	g1_2	Adig	g1_2ac
Mvib_comp12897_c0_seq1_fr5	g1_2	Mvib	g1_2ac
Pyez_28201_g6931	g1_2	Pyez	g1_2bd
Spur_XP_003724175	g1_2	Spur	g1_2ac
Ppat_XP_001766115	g1_2	Ppat	g1_2abcd
Nvec_XP_001629652	g1_2	Nvec	g1_2ac
Acoe_021_00020	g1_2	Acoe	g1_2abcd
Atha_AT1G05830	g1_2	Atha	g1_2abcd
Ppat_XP_001777592	g1_2	Ppat	g1_2abcd
Smoe_XP_002961390	g1_2	Smoe	g1_2abcd
Ctel_179499	g1_2	Ctel	g1_2b
Hsap_ENSP00000301067	g1_2	Hsap	g1_2c
Smoe_XP_002975450	g1_2	Smoe	g1_2abcd
Acas_g11528	g1_2	Acas	g1_2abcd
Ihof_1761	g1_2	Ihof	g1_2ac
Ccri_T00005548001	g1_2	Ccri	g1_2bd
Mgut_mgv1a000532m	g1_2	Mgut	g1_2abcd
Cvar_EFN53930	g1_2	Cvar	g1_2abcd
Gthe_75734	g1_2	Gthe	g1_2abcd
Smoe_XP_002975241	g1_2	Smoe	g1_2abcd
Hsap_ENSP00000436786	g1_2	Hsap	g1_2d
Tadh_XP_002117983	g1_2	Tadh	g1_2ac
Crei_XP_001693149	g1_2	Crei	g1_2abcd
Cele_T12D8_1	g1_2	Cele	g1_2ac
Sros_PTSG_12693	g1_2	Sros	g1_2ac
Sagg_21866	g1_2	Sagg	g1_2abcd
Skow_XP_002740398	g1_2	Skow	g1_2b
Sarc_SARC_04312	g1_2	Sarc	g1_2ac
Hmag_XP_002161520	g1_2	Hmag	g1_2bd
Atha_AT4G27910	g1_2	Atha	g1_2abcd
Sros_PTSG_07559	g1_2	Sros	g1_2bd
Ppat_XP_001756249	g1_3	Ppat	g1_3
Sbic_02g032470	g1_3	Sbic	g1_3
Ngad_00849_01	g1_3	Ngad	g1_3
Bdis_4g37627	g1_3	Bdis	g1_3
Ppat_XP_001766471	g1_3	Ppat	g1_3
Acoe_016_00095	g1_3	Acoe	g1_3
Ppat_XP_001758752	g1_3	Ppat	g1_3
Ptet_A0D3D7_A0D3D7	g1_4	Ptet	g1_4
Ptri_XP_002184116	g1_4	Ptri	g1_4
Pfal_C6KTD2_HKNMT	g1_4	Pfal	g1_4
Pmar_XP_002785717	g1_4	Pmar	g1_4
Tthe_XP_001029767	g1_4	Tthe	g1_4
Pmar_XP_002765683	g1_4	Pmar	g1_4
Esil_CBN74374	g1_4	Esil	g1_4
Aano_F0YDE7	g1_4	Aano	g1_4
Ehux_70530	g1_4	Ehux	g1_4
Ehux_311470	g1_4	Ehux	g1_4
Ptri_XP_002184115	g1_4	Ptri	g1_4
Pinf_XP_002895674	g1_4	Pinf	g1_4
Tgon_XP_002366334	g1_4	Tgon	g1_4
Acas_g6446	g1_4	Acas	g1_4
Pinf_XP_002905874	g1_4	Pinf	g1_4
Skow_XP_002732220	g1_5	Skow	g1_5a
Rory_16697	g1_5	Rory	g1_5ab
Crev_43176	g1_5	Crev	g1_5ab
Hsap_ENSP00000255613	g1_5	Hsap	g1_5a
Ctel_228696	g1_5	Ctel	g1_5a
