in_gene	out_gene	branch_support	ev_type	sos	in_sps	out_sps
Gpro_66054	Ihof_9721	1.0	S	0.0	Gpro	Ihof
Gpro_66054	Ihof_3741	1.0	S	0.0	Gpro	Ihof
Gpro_66054	Apar_comp26195_c0_seq1_fr6	1.0	S	0.0	Gpro	Apar
Clim_g3288	Ihof_9721	1.0	S	0.0	Clim	Ihof
Clim_g3288	Ihof_3741	1.0	S	0.0	Clim	Ihof
Clim_g3288	Apar_comp26195_c0_seq1_fr6	1.0	S	0.0	Clim	Apar
Ccor_10342	Hsap_ENSP00000305899	1.0	S	0.0	Ccor	Hsap
Ccor_10342	Sros_PTSG_09637	1.0	S	0.0	Ccor	Sros
Ccor_10342	Cfra_7019T1	1.0	S	0.0	Ccor	Cfra
Ccor_10342	Mcir_Mucci2_135209	1.0	S	0.0	Ccor	Mcir
Ccor_10342	Skow_XP_002732220	1.0	S	0.0	Ccor	Skow
Ccor_10342	Lgig_116803	1.0	S	0.0	Ccor	Lgig
Ccor_10342	Rory_16697	1.0	S	0.0	Ccor	Rory
Ccor_10342	Mlei_ML02412a	1.0	S	0.0	Ccor	Mlei
Ccor_10342	Rory_5415	1.0	S	0.0	Ccor	Rory
Ccor_10342	Cang_122703	1.0	S	0.0	Ccor	Cang
Ccor_10342	Crev_43176	1.0	S	0.0	Ccor	Crev
Ccor_10342	Cele_C32D5_5	1.0	S	0.0	Ccor	Cele
Ccor_10342	Spom_NP_588078_1	1.0	S	0.0	Ccor	Spom
Ccor_10342	Rall_3287	1.0	S	0.0	Ccor	Rall
Ccor_10342	Mver_08497	1.0	S	0.0	Ccor	Mver
Ccor_10342	Cint_ENSCINP00000001120	1.0	S	0.0	Ccor	Cint
Ccor_10342	Ihof_10267	1.0	S	0.0	Ccor	Ihof
Ccor_10342	Cowc_CAOG_02948	1.0	S	0.0	Ccor	Cowc
Ccor_10342	Hsap_ENSP00000255613	1.0	S	0.0	Ccor	Hsap
Ccor_10342	Cang_125152	1.0	S	0.0	Ccor	Cang
Ccor_10342	Cgig_10007764	1.0	S	0.0	Ccor	Cgig
Ccor_10342	Tadh_XP_002115573	1.0	S	0.0	Ccor	Tadh
Ccor_10342	Ctel_228696	1.0	S	0.0	Ccor	Ctel
Ccor_10342	Spur_XP_800216	1.0	S	0.0	Ccor	Spur
Ccor_10342	Umay_XP_756690	1.0	S	0.0	Ccor	Umay
Ccor_10342	Nvec_XP_001634769	1.0	S	0.0	Ccor	Nvec
Ccor_10342	Hmag_XP_002166241	1.0	S	0.0	Ccor	Hmag
Ccor_10342	Pbla_Phybl2_112008	1.0	S	0.0	Ccor	Pbla
Ccor_10342	Amac_11412	1.0	S	0.0	Ccor	Amac
Ccor_10342	Clim_g4811	1.0	S	0.0	Ccor	Clim
Ccor_10342	Pisp_49244	1.0	S	0.0	Ccor	Pisp
Ccor_10342	Ccin_CC1G_11834	1.0	S	0.0	Ccor	Ccin
Ccor_10342	Mcir_Mucci2_150356	1.0	S	0.0	Ccor	Mcir
Ccor_10342	Umar_223368	1.0	S	0.0	Ccor	Umar
Ccor_10342	Bden_Batde5_8511	1.0	S	0.0	Ccor	Bden
Ccor_10342	Amac_13870	1.0	S	0.0	Ccor	Amac
Ccor_10342	Falb_H696_04933T0	1.0	S	0.0	Ccor	Falb
Ccor_10342	Cang_122643	1.0	S	0.0	Ccor	Cang
