in_gene	out_gene	branch_support	ev_type	sos	in_sps	out_sps
Sros_PTSG_01403	Cvar_EFN53133	1.0	S	0.0	Sros	Cvar
Sros_PTSG_01403	Vcar_XP_002956692	1.0	S	0.0	Sros	Vcar
Sros_PTSG_01403	Clim_g3916	1.0	S	0.0	Sros	Clim
Sros_PTSG_01403	Acas_g4936	1.0	S	0.0	Sros	Acas
Sros_PTSG_01403	Crei_XP_001689919	1.0	S	0.0	Sros	Crei
Sros_PTSG_01403	Ehux_452240	1.0	S	0.0	Sros	Ehux
Sros_PTSG_01403	Gpro_53695	1.0	S	0.0	Sros	Gpro
Sros_PTSG_01403	Ehux_120890	1.0	S	0.0	Sros	Ehux
Sros_PTSG_01403	Aker_45975	1.0	S	0.0	Sros	Aker
Amac_09124	Cvar_EFN53133	1.0	S	0.0	Amac	Cvar
Amac_09124	Vcar_XP_002956692	1.0	S	0.0	Amac	Vcar
Amac_09124	Clim_g3916	1.0	S	0.0	Amac	Clim
Amac_09124	Acas_g4936	1.0	S	0.0	Amac	Acas
Amac_09124	Crei_XP_001689919	1.0	S	0.0	Amac	Crei
Amac_09124	Ehux_452240	1.0	S	0.0	Amac	Ehux
Amac_09124	Gpro_53695	1.0	S	0.0	Amac	Gpro
Amac_09124	Ehux_120890	1.0	S	0.0	Amac	Ehux
Amac_09124	Aker_45975	1.0	S	0.0	Amac	Aker
Aano_F0Y597	Cvar_EFN53133	1.0	S	0.0	Aano	Cvar
Aano_F0Y597	Vcar_XP_002956692	1.0	S	0.0	Aano	Vcar
Aano_F0Y597	Clim_g3916	1.0	S	0.0	Aano	Clim
Aano_F0Y597	Acas_g4936	1.0	S	0.0	Aano	Acas
Aano_F0Y597	Crei_XP_001689919	1.0	S	0.0	Aano	Crei
Aano_F0Y597	Ehux_452240	1.0	S	0.0	Aano	Ehux
Aano_F0Y597	Gpro_53695	1.0	S	0.0	Aano	Gpro
Aano_F0Y597	Ehux_120890	1.0	S	0.0	Aano	Ehux
Aano_F0Y597	Aker_45975	1.0	S	0.0	Aano	Aker
Cang_73015	Cvar_EFN53133	1.0	S	0.0	Cang	Cvar
Cang_73015	Vcar_XP_002956692	1.0	S	0.0	Cang	Vcar
Cang_73015	Clim_g3916	1.0	S	0.0	Cang	Clim
Cang_73015	Acas_g4936	1.0	S	0.0	Cang	Acas
Cang_73015	Crei_XP_001689919	1.0	S	0.0	Cang	Crei
Cang_73015	Ehux_452240	1.0	S	0.0	Cang	Ehux
Cang_73015	Gpro_53695	1.0	S	0.0	Cang	Gpro
Cang_73015	Ehux_120890	1.0	S	0.0	Cang	Ehux
Cang_73015	Aker_45975	1.0	S	0.0	Cang	Aker
Tcru_XP_802331	Cvar_EFN53133	1.0	S	0.0	Tcru	Cvar
Tcru_XP_802331	Vcar_XP_002956692	1.0	S	0.0	Tcru	Vcar
Tcru_XP_802331	Clim_g3916	1.0	S	0.0	Tcru	Clim
Tcru_XP_802331	Acas_g4936	1.0	S	0.0	Tcru	Acas
Tcru_XP_802331	Crei_XP_001689919	1.0	S	0.0	Tcru	Crei
Tcru_XP_802331	Ehux_452240	1.0	S	0.0	Tcru	Ehux
Tcru_XP_802331	Gpro_53695	1.0	S	0.0	Tcru	Gpro
Tcru_XP_802331	Ehux_120890	1.0	S	0.0	Tcru	Ehux
Tcru_XP_802331	Aker_45975	1.0	S	0.0	Tcru	Aker
Cang_50545	Cvar_EFN53133	1.0	S	0.0	Cang	Cvar
Cang_50545	Vcar_XP_002956692	1.0	S	0.0	Cang	Vcar
Cang_50545	Clim_g3916	1.0	S	0.0	Cang	Clim
Cang_50545	Acas_g4936	1.0	S	0.0	Cang	Acas
Cang_50545	Crei_XP_001689919	1.0	S	0.0	Cang	Crei
Cang_50545	Ehux_452240	1.0	S	0.0	Cang	Ehux
Cang_50545	Gpro_53695	1.0	S	0.0	Cang	Gpro
Cang_50545	Ehux_120890	1.0	S	0.0	Cang	Ehux
Cang_50545	Aker_45975	1.0	S	0.0	Cang	Aker
Esil_CBN79949	Cvar_EFN53133	1.0	S	0.0	Esil	Cvar
Esil_CBN79949	Vcar_XP_002956692	1.0	S	0.0	Esil	Vcar
Esil_CBN79949	Clim_g3916	1.0	S	0.0	Esil	Clim
Esil_CBN79949	Acas_g4936	1.0	S	0.0	Esil	Acas
Esil_CBN79949	Crei_XP_001689919	1.0	S	0.0	Esil	Crei
Esil_CBN79949	Ehux_452240	1.0	S	0.0	Esil	Ehux
Esil_CBN79949	Gpro_53695	1.0	S	0.0	Esil	Gpro
Esil_CBN79949	Ehux_120890	1.0	S	0.0	Esil	Ehux
Esil_CBN79949	Aker_45975	1.0	S	0.0	Esil	Aker
Esil_CBJ31821	Ppal_EFA81042_1	1.0	S	0.0	Esil	Ppal
Esil_CBJ31821	Mlei_ML16213a	1.0	S	0.0	Esil	Mlei
Esil_CBJ31821	Acoe_082_00002	1.0	S	0.0	Esil	Acoe
Esil_CBJ31821	Lgig_143433	1.0	S	0.0	Esil	Lgig
Esil_CBJ31821	Dmel_FBpp0087091	1.0	S	0.0	Esil	Dmel
Esil_CBJ31821	Tpse_XP_002290198	1.0	S	0.0	Esil	Tpse
Esil_CBJ31821	Hmag_XP_002160254	1.0	S	0.0	Esil	Hmag
Esil_CBJ31821	Pmar_XP_002786654	1.0	S	0.0	Esil	Pmar
Esil_CBJ31821	Ddis_XP_629223	1.0	S	0.0	Esil	Ddis
Esil_CBJ31821	Ppat_XP_001778213	1.0	S	0.0	Esil	Ppat
Esil_CBJ31821	Ppal_EFA80047_1	1.0	S	0.0	Esil	Ppal
Esil_CBJ31821	Bdis_1g11010	1.0	S	0.0	Esil	Bdis
Esil_CBJ31821	Mlei_ML13116a	1.0	S	0.0	Esil	Mlei
Esil_CBJ31821	Lgig_169490	1.0	S	0.0	Esil	Lgig
Esil_CBJ31821	Skow_XP_002733823	1.0	S	0.0	Esil	Skow
Esil_CBJ31821	Aker_57510	1.0	S	0.0	Esil	Aker
Esil_CBJ31821	Hsap_ENSP00000304360	1.0	S	0.0	Esil	Hsap
Esil_CBJ31821	Mlei_ML205611a	1.0	S	0.0	Esil	Mlei
Esil_CBJ31821	Ptri_XP_002182999	1.0	S	0.0	Esil	Ptri
Esil_CBJ31821	Atha_AT2G17900	1.0	S	0.0	Esil	Atha
Esil_CBJ31821	Mlei_ML22756a	1.0	S	0.0	Esil	Mlei
Esil_CBJ31821	Skow_XP_002740933	1.0	S	0.0	Esil	Skow
Esil_CBJ31821	Ocar_g9404_t1	1.0	S	0.0	Esil	Ocar
Esil_CBJ31821	Cowc_CAOG_04094	1.0	S	0.0	Esil	Cowc
Esil_CBJ31821	Ctel_197951	1.0	S	0.0	Esil	Ctel
Esil_CBJ31821	Ctel_90747	1.0	S	0.0	Esil	Ctel
Esil_CBJ31821	Spur_XP_781331	1.0	S	0.0	Esil	Spur
Esil_CBJ31821	Sbic_01g010740	1.0	S	0.0	Esil	Sbic
Esil_CBJ31821	Dmel_FBpp0087625	1.0	S	0.0	Esil	Dmel
Esil_CBJ31821	Mgut_mgv1a007180m	1.0	S	0.0	Esil	Mgut
Esil_CBJ31821	Ddis_XP_638717	1.0	S	0.0	Esil	Ddis
Esil_CBJ31821	Acas_g4900	1.0	S	0.0	Esil	Acas
Esil_CBJ31821	Smoe_XP_002969663	1.0	S	0.0	Esil	Smoe
Esil_CBJ31821	Hmag_XP_002159692	1.0	S	0.0	Esil	Hmag
Esil_CBJ31821	Mgut_mgv1a005471m	1.0	S	0.0	Esil	Mgut
Esil_CBJ31821	Mlei_ML368810a	1.0	S	0.0	Esil	Mlei
Esil_CBJ31821	Scer_SCRT_04921	1.0	S	0.0	Esil	Scer
Esil_CBJ31821	Adig_6000v123107	1.0	S	0.0	Esil	Adig
Esil_CBJ31821	Smoe_XP_002981276	1.0	S	0.0	Esil	Smoe
Esil_CBJ31821	Mgut_mgv1a006005m	1.0	S	0.0	Esil	Mgut
Esil_CBJ31821	Spur_XP_001181205	1.0	S	0.0	Esil	Spur
Esil_CBJ31821	Acas_g2212	1.0	S	0.0	Esil	Acas
Esil_CBJ31821	Mlei_ML05941a	1.0	S	0.0	Esil	Mlei
Esil_CBJ31821	Ctel_118237	1.0	S	0.0	Esil	Ctel
