node	cluster	sps	cluster_ref
Pbla_Phybl2_188395	0	Pbla	0abcd
Aque_XP_003387259	0	Aque	0d
Ctel_202965	0	Ctel	0
Adig_2065v103432	0	Adig	0
Scil_95376	0	Scil	0
Gpro_66573	0	Gpro	0abcd
Scil_70624	0	Scil	0
Cgig_10027610	0	Cgig	0b
Ocar_g8397_t1	0	Ocar	0d
Spur_XP_799022	0	Spur	0
Mver_05382	0	Mver	0abcd
Lgig_153726	0	Lgig	0
Adig_2070v103434	0	Adig	0d
Rirr_342860	0	Rirr	0abcd
Nvec_XP_001630857	0	Nvec	0d
Hsap_ENSP00000235372	0	Hsap	0a
Lgig_156439	0	Lgig	0
Cgig_10001616	0	Cgig	0c
Adig_2066v103428	0	Adig	0
Nvec_XP_001641018	0	Nvec	0
Lgig_169169	0	Lgig	0c
Adig_17466v101523	0	Adig	0
Nvec_XP_001630839	0	Nvec	0d
Cang_28328	0	Cang	0abcd
Aque_XP_003387382	0	Aque	0
Ctel_75757	0	Ctel	0
Pisp_68567	0	Pisp	0abcd
Adig_2069v103431	0	Adig	0d
Adig_17948v114072	0	Adig	0b
Hsap_ENSP00000358092	0	Hsap	0b
Amac_02546	0	Amac	0abcd
Skow_NP_001161634	0	Skow	0d
Pyez_35808_g8561	0	Pyez	0abcd
Spur_XP_003724787	0	Spur	0
Umar_250739	0	Umar	0abcd
Mlei_ML124240a	0	Mlei	0
Tadh_XP_002109980	0	Tadh	0
Cint_ENSCINP00000000048	0	Cint	0
Cgig_10013102	0	Cgig	0
Adig_2067v103430	0	Adig	0d
Adig_23202v118285	0	Adig	0
Nvec_XP_001630482	0	Nvec	0
Ptri_XP_002184309	0	Ptri	0abcd
Hmag_XP_002154805	0	Hmag	0abc
Skow_XP_002737396	0	Skow	0c
Hsap_ENSP00000276594	0	Hsap	0c
Adig_3112v120858	0	Adig	0
Adig_5324v122563	0	Adig	0
Nvec_XP_001628558	0	Nvec	0
Spur_XP_790201	0	Spur	0
Nvec_XP_001640186	0	Nvec	0d
Skow_XP_002739286	0	Skow	0c
Nvec_XP_001634375	0	Nvec	0
Ctel_103287	0	Ctel	0c
Esil_CBN80451	0	Esil	0abcd
Amac_01030	0	Amac	0abcd
Nvec_XP_001638198	0	Nvec	0
Spur_XP_792487	0	Spur	0
Cgig_10016009	0	Cgig	0
Adig_2550v120377	0	Adig	0
Hsap_ENSP00000384725	0	Hsap	0d
Pisp_69677	0	Pisp	0abcd
Lgig_114994	0	Lgig	0c
Ccor_71261	0	Ccor	0abcd
Scil_48982	0	Scil	0
Spur_XP_001200656	0	Spur	0
Hsap_ENSP00000274031	1	Hsap	1a
Esil_CBJ32293	1	Esil	1a
Nspp_17480_fr3	1	Nspp	1a
Apar_comp12770_c0_seq1_fr4	1	Apar	1a
Bnat_90901	1	Bnat	1a
Ppal_EFA77773_1	1	Ppal	1a
Rfil_3780083_1s1f1	1	Rfil	1a
Falb_H696_04941T0	1	Falb	1a
Ddis_XP_636856	1	Ddis	1a
Gthe_99101	1	Gthe	1a
Tadh_XP_002112735	1	Tadh	1a
Cfra_2578T1	1	Cfra	1a
Scil_69355	1	Scil	1a
Sarc_SARC_15066	1	Sarc	1a
Spun_SPPG_00148	1	Spun	1a
Ihof_5851	1	Ihof	1a
Rirr_98806	2	Rirr	2
Ccin_CC1G_07522	2	Ccin	2
Spur_XP_003728116	2	Spur	2
Ccin_CC1G_11459	2	Ccin	2
Ccin_CC1G_03986	2	Ccin	2
