in_gene	out_gene	branch_support	ev_type	sos	in_sps	out_sps
Tvag_XP_001322206	Esil_CBJ33274	1.0	S	0.0	Tvag	Esil
Tvag_XP_001322206	Aano_F0YNW7	1.0	S	0.0	Tvag	Aano
Tvag_XP_001322206	Cpar_157Contig10195	1.0	S	0.0	Tvag	Cpar
Ehux_62571	Esil_CBJ33274	1.0	S	0.0	Ehux	Esil
Ehux_62571	Aano_F0YNW7	1.0	S	0.0	Ehux	Aano
Ehux_62571	Cpar_157Contig10195	1.0	S	0.0	Ehux	Cpar
Scil_15884	Ehux_197202	1.0	S	0.0	Scil	Ehux
Scil_15884	Acoe_007_00118	1.0	S	0.0	Scil	Acoe
Scil_15884	Smoe_XP_002986381	1.0	S	0.0	Scil	Smoe
Scil_15884	Smoe_XP_002988688	1.0	S	0.0	Scil	Smoe
Scil_15884	Ppat_XP_001768106	1.0	S	0.0	Scil	Ppat
Scil_15884	Ppat_XP_001782279	1.0	S	0.0	Scil	Ppat
Scil_15884	Ehux_61763	1.0	S	0.0	Scil	Ehux
Scil_15884	Ppat_XP_001756860	1.0	S	0.0	Scil	Ppat
Scil_15884	Smoe_XP_002971955	1.0	S	0.0	Scil	Smoe
Scil_15884	Smoe_XP_002986562	1.0	S	0.0	Scil	Smoe
Scil_15884	Ppat_XP_001774300	1.0	S	0.0	Scil	Ppat
Scil_15884	Sbic_04g030350	1.0	S	0.0	Scil	Sbic
Scil_15884	Bdis_3g52950	1.0	S	0.0	Scil	Bdis
Scil_15884	Gthe_54440	1.0	S	0.0	Scil	Gthe
Scil_15884	Atha_AT2G23740	1.0	S	0.0	Scil	Atha
Scil_15884	Smoe_XP_002994641	1.0	S	0.0	Scil	Smoe
Scil_15884	Mgut_mgv1a000212m	1.0	S	0.0	Scil	Mgut
Mpus_Micpu54214	Ehux_197202	1.0	S	0.0	Mpus	Ehux
Mpus_Micpu54214	Acoe_007_00118	1.0	S	0.0	Mpus	Acoe
Mpus_Micpu54214	Smoe_XP_002986381	1.0	S	0.0	Mpus	Smoe
Mpus_Micpu54214	Smoe_XP_002988688	1.0	S	0.0	Mpus	Smoe
