in_gene	out_gene	branch_support	ev_type	sos	in_sps	out_sps
Hsap_ENSP00000395929	Atha_AT1G76710	1.0	S	0.0	Hsap	Atha
Hsap_ENSP00000395929	Scil_28186	1.0	S	0.0	Hsap	Scil
Hsap_ENSP00000395929	Cfra_0207T1	1.0	S	0.0	Hsap	Cfra
Hsap_ENSP00000395929	Scil_16325	1.0	S	0.0	Hsap	Scil
Hsap_ENSP00000395929	Bdis_5g10110	1.0	S	0.0	Hsap	Bdis
Hsap_ENSP00000395929	Dmel_FBpp0084636	1.0	S	0.0	Hsap	Dmel
Hsap_ENSP00000395929	Ppal_EFA81031_1	1.0	S	0.0	Hsap	Ppal
Hsap_ENSP00000395929	Bnat_85862	1.0	S	0.0	Hsap	Bnat
Hsap_ENSP00000395929	Sros_PTSG_09362	1.0	S	0.0	Hsap	Sros
Hsap_ENSP00000395929	Ddis_XP_647576	1.0	S	0.0	Hsap	Ddis
Hsap_ENSP00000395929	Mgut_mgv1a005421m	1.0	S	0.0	Hsap	Mgut
Hsap_ENSP00000395929	Ihof_7061	1.0	S	0.0	Hsap	Ihof
Hsap_ENSP00000395929	Sbic_06g016720	1.0	S	0.0	Hsap	Sbic
Hsap_ENSP00000395929	Sarc_SARC_06292	1.0	S	0.0	Hsap	Sarc
Hsap_ENSP00000395929	Mbre_XP_001747378	1.0	S	0.0	Hsap	Mbre
Hsap_ENSP00000395929	Acoe_045_00133	1.0	S	0.0	Hsap	Acoe
Hsap_ENSP00000395929	Mvib_comp10766_c1_seq1_fr4	1.0	S	0.0	Hsap	Mvib
Hsap_ENSP00000395929	Aque_XP_003384664	1.0	S	0.0	Hsap	Aque
Hsap_ENSP00000395929	Apar_comp19989_c1_seq1_fr6	1.0	S	0.0	Hsap	Apar
Hsap_ENSP00000313983	Atha_AT1G76710	1.0	S	0.0	Hsap	Atha
Hsap_ENSP00000313983	Scil_28186	1.0	S	0.0	Hsap	Scil
Hsap_ENSP00000313983	Cfra_0207T1	1.0	S	0.0	Hsap	Cfra
Hsap_ENSP00000313983	Scil_16325	1.0	S	0.0	Hsap	Scil
Hsap_ENSP00000313983	Bdis_5g10110	1.0	S	0.0	Hsap	Bdis
Hsap_ENSP00000313983	Dmel_FBpp0084636	1.0	S	0.0	Hsap	Dmel
Hsap_ENSP00000313983	Ppal_EFA81031_1	1.0	S	0.0	Hsap	Ppal
Hsap_ENSP00000313983	Bnat_85862	1.0	S	0.0	Hsap	Bnat
Hsap_ENSP00000313983	Sros_PTSG_09362	1.0	S	0.0	Hsap	Sros
Hsap_ENSP00000313983	Ddis_XP_647576	1.0	S	0.0	Hsap	Ddis
Hsap_ENSP00000313983	Mgut_mgv1a005421m	1.0	S	0.0	Hsap	Mgut
Hsap_ENSP00000313983	Ihof_7061	1.0	S	0.0	Hsap	Ihof
Hsap_ENSP00000313983	Sbic_06g016720	1.0	S	0.0	Hsap	Sbic
Hsap_ENSP00000313983	Sarc_SARC_06292	1.0	S	0.0	Hsap	Sarc
Hsap_ENSP00000313983	Mbre_XP_001747378	1.0	S	0.0	Hsap	Mbre
Hsap_ENSP00000313983	Acoe_045_00133	1.0	S	0.0	Hsap	Acoe
Hsap_ENSP00000313983	Mvib_comp10766_c1_seq1_fr4	1.0	S	0.0	Hsap	Mvib
Hsap_ENSP00000313983	Aque_XP_003384664	1.0	S	0.0	Hsap	Aque
Hsap_ENSP00000313983	Apar_comp19989_c1_seq1_fr6	1.0	S	0.0	Hsap	Apar
Ocar_g3171_t1	Atha_AT1G76710	1.0	S	0.0	Ocar	Atha
Ocar_g3171_t1	Scil_28186	1.0	S	0.0	Ocar	Scil
Ocar_g3171_t1	Cfra_0207T1	1.0	S	0.0	Ocar	Cfra
Ocar_g3171_t1	Scil_16325	1.0	S	0.0	Ocar	Scil
Ocar_g3171_t1	Bdis_5g10110	1.0	S	0.0	Ocar	Bdis
Ocar_g3171_t1	Dmel_FBpp0084636	1.0	S	0.0	Ocar	Dmel
Ocar_g3171_t1	Ppal_EFA81031_1	1.0	S	0.0	Ocar	Ppal
Ocar_g3171_t1	Bnat_85862	1.0	S	0.0	Ocar	Bnat
Ocar_g3171_t1	Sros_PTSG_09362	1.0	S	0.0	Ocar	Sros
Ocar_g3171_t1	Ddis_XP_647576	1.0	S	0.0	Ocar	Ddis
Ocar_g3171_t1	Mgut_mgv1a005421m	1.0	S	0.0	Ocar	Mgut
Ocar_g3171_t1	Ihof_7061	1.0	S	0.0	Ocar	Ihof
Ocar_g3171_t1	Sbic_06g016720	1.0	S	0.0	Ocar	Sbic
Ocar_g3171_t1	Sarc_SARC_06292	1.0	S	0.0	Ocar	Sarc
Ocar_g3171_t1	Mbre_XP_001747378	1.0	S	0.0	Ocar	Mbre
Ocar_g3171_t1	Acoe_045_00133	1.0	S	0.0	Ocar	Acoe
Ocar_g3171_t1	Mvib_comp10766_c1_seq1_fr4	1.0	S	0.0	Ocar	Mvib
Ocar_g3171_t1	Aque_XP_003384664	1.0	S	0.0	Ocar	Aque
Ocar_g3171_t1	Apar_comp19989_c1_seq1_fr6	1.0	S	0.0	Ocar	Apar
Lgig_123404	Atha_AT1G76710	1.0	S	0.0	Lgig	Atha
Lgig_123404	Scil_28186	1.0	S	0.0	Lgig	Scil
Lgig_123404	Cfra_0207T1	1.0	S	0.0	Lgig	Cfra
Lgig_123404	Scil_16325	1.0	S	0.0	Lgig	Scil
Lgig_123404	Bdis_5g10110	1.0	S	0.0	Lgig	Bdis
Lgig_123404	Dmel_FBpp0084636	1.0	S	0.0	Lgig	Dmel
Lgig_123404	Ppal_EFA81031_1	1.0	S	0.0	Lgig	Ppal
Lgig_123404	Bnat_85862	1.0	S	0.0	Lgig	Bnat
Lgig_123404	Sros_PTSG_09362	1.0	S	0.0	Lgig	Sros
Lgig_123404	Ddis_XP_647576	1.0	S	0.0	Lgig	Ddis
Lgig_123404	Mgut_mgv1a005421m	1.0	S	0.0	Lgig	Mgut
Lgig_123404	Ihof_7061	1.0	S	0.0	Lgig	Ihof
Lgig_123404	Sbic_06g016720	1.0	S	0.0	Lgig	Sbic
Lgig_123404	Sarc_SARC_06292	1.0	S	0.0	Lgig	Sarc
Lgig_123404	Mbre_XP_001747378	1.0	S	0.0	Lgig	Mbre
Lgig_123404	Acoe_045_00133	1.0	S	0.0	Lgig	Acoe
Lgig_123404	Mvib_comp10766_c1_seq1_fr4	1.0	S	0.0	Lgig	Mvib
Lgig_123404	Aque_XP_003384664	1.0	S	0.0	Lgig	Aque
Lgig_123404	Apar_comp19989_c1_seq1_fr6	1.0	S	0.0	Lgig	Apar
Cint_ENSCINP00000025831	Atha_AT1G76710	1.0	S	0.0	Cint	Atha
Cint_ENSCINP00000025831	Scil_28186	1.0	S	0.0	Cint	Scil
Cint_ENSCINP00000025831	Cfra_0207T1	1.0	S	0.0	Cint	Cfra
Cint_ENSCINP00000025831	Scil_16325	1.0	S	0.0	Cint	Scil
Cint_ENSCINP00000025831	Bdis_5g10110	1.0	S	0.0	Cint	Bdis
Cint_ENSCINP00000025831	Dmel_FBpp0084636	1.0	S	0.0	Cint	Dmel
Cint_ENSCINP00000025831	Ppal_EFA81031_1	1.0	S	0.0	Cint	Ppal
Cint_ENSCINP00000025831	Bnat_85862	1.0	S	0.0	Cint	Bnat
Cint_ENSCINP00000025831	Sros_PTSG_09362	1.0	S	0.0	Cint	Sros
Cint_ENSCINP00000025831	Ddis_XP_647576	1.0	S	0.0	Cint	Ddis
Cint_ENSCINP00000025831	Mgut_mgv1a005421m	1.0	S	0.0	Cint	Mgut
Cint_ENSCINP00000025831	Ihof_7061	1.0	S	0.0	Cint	Ihof
Cint_ENSCINP00000025831	Sbic_06g016720	1.0	S	0.0	Cint	Sbic
