node	cluster	sps	cluster_ref
Umar_249280	0	Umar	0
Dmel_FBpp0075510	0	Dmel	0ac
Adig_11240v107992	0	Adig	0ac
Sros_PTSG_04178	0	Sros	0
Mcir_Mucci2_40608	0	Mcir	0
Aano_F0YC71	0	Aano	0
Tadh_XP_002117828	0	Tadh	0ac
Scil_50427	0	Scil	0b
Cint_ENSCINP00000024302	0	Cint	0ac
Cgig_10006344	0	Cgig	0b
Spur_XP_785251	0	Spur	0ac
Hmag_XP_002158654	0	Hmag	0ac
Bden_Batde5_91931	0	Bden	0
Aano_F0Y9T9	0	Aano	0
Fgra_FGSG_09585	0	Fgra	0ac
Pbla_Phybl2_136385	0	Pbla	0
Spur_XP_003728662	0	Spur	0b
Tmel_XP_002836395	0	Tmel	0
Spom_NP_594837_1	0	Spom	0ac
Scil_9219	0	Scil	0ac
Pfal_Q8IBB0_Q8IBB0	0	Pfal	0
Lgig_143999	0	Lgig	0b
Ppal_EFA86338_1	0	Ppal	0ac
Mbre_XP_001750922	0	Mbre	0
Ocar_g2341_t1	0	Ocar	0b
Rory_14883	0	Rory	0ac
Adig_17690v113829	0	Adig	0ac
Cowc_CAOG_08491	0	Cowc	0
Cgig_10010657	0	Cgig	0ac
Amac_06329	0	Amac	0
Cmer_CML152C	0	Cmer	0abc
Mver_08333	0	Mver	0
Mcir_Mucci2_159353	0	Mcir	0ac
Spur_XP_003728661	0	Spur	0b
Mver_03682	0	Mver	0
Scer_SCRT_04049	0	Scer	0ac
Aano_F0Y5D0	0	Aano	0
Cowc_CAOG_02237	0	Cowc	0ac
Hsap_ENSP00000384114	0	Hsap	0ac
Hsap_ENSP00000357330	0	Hsap	0b
Ngad_05385	0	Ngad	0
Ihof_9932	0	Ihof	0ac
Mver_03069	0	Mver	0
Apar_comp11096_c0_seq1_fr5	0	Apar	0
Apar_comp20410_c1_seq1_fr5	0	Apar	0
Nvec_XP_001637486	0	Nvec	0ac
Hsap_ENSP00000257745	0	Hsap	0ac
Amac_02693	0	Amac	0
Cele_K09F5_5	0	Cele	0
Esil_CBN74814	0	Esil	0
Pyez_41266_g9405	0	Pyez	0abc
Aano_F0YPS7	0	Aano	0
Dmel_FBpp0074738	0	Dmel	0b
Ncra_1713NCU01932	0	Ncra	0
Ihof_1997	0	Ihof	0
Mlei_ML01132a	0	Mlei	0ac
Sarc_SARC_05941	0	Sarc	0
Pinf_XP_002907011	0	Pinf	0ac
Pbla_Phybl2_145894	0	Pbla	0ac
Scil_60754	0	Scil	0ac
Gpro_86511	0	Gpro	0
Mbre_XP_001745803	0	Mbre	0ac
Gthe_137717	0	Gthe	0
Rirr_253856	0	Rirr	0ac
Ocar_g2500_t1	0	Ocar	0ac
Apar_comp11676_c0_seq1_fr6	0	Apar	0
Rory_4092	0	Rory	0ac
Glam_XP_001707053	0	Glam	0
Rirr_178744	0	Rirr	0
Spur_XP_003726851	0	Spur	0ac
Scer_SCRT_03567	0	Scer	0ac
Ctel_176480	0	Ctel	0b
Lgig_139900	0	Lgig	0ac
Rall_1841	0	Rall	0ac
Cele_C43E11_3a	0	Cele	0
Ihof_1171	0	Ihof	0
Aque_XP_003383073	0	Aque	0ac
Cang_50153	0	Cang	0ac
Skow_XP_002732754	0	Skow	0b
Fgra_FGSG_08916	0	Fgra	0
Adig_13723v110302	0	Adig	0ac
Rory_11014	0	Rory	0
Scil_12689	0	Scil	0ac
Cpar_14930Contig8823	0	Cpar	0abc
Scil_43878	0	Scil	0b
Cele_Y73B3B_2	0	Cele	0ac
Cmer_CMN313C	0	Cmer	0abc
Clim_g2896	0	Clim	0ac
Mver_04374	0	Mver	0ac
Spur_XP_784903	0	Spur	0b
Scil_83602	0	Scil	0ac
Crev_10785	0	Crev	0ac
Mcir_Mucci2_163371	0	Mcir	0ac
Pinf_XP_002907842	0	Pinf	0ac
Esil_CBN75282	0	Esil	0
Cfra_6692T1	0	Cfra	0
Sbic_07g005020	1	Sbic	1
Aker_99154	1	Aker	1
Rfil_32637_1c	1	Rfil	1
Aker_53819	1	Aker	1
Tpse_XP_002290717	1	Tpse	1
Vcar_XP_002951499	1	Vcar	1
Clim_g6588	1	Clim	1
Atha_AT4G15180	1	Atha	1
Smoe_XP_002992504	1	Smoe	1
Otau_XP_003080081	1	Otau	1
Ptet_A0C497_A0C497	1	Ptet	1
Mpus_Micpu51562	1	Mpus	1
Ptri_XP_002178826	1	Ptri	1
Ihof_9191	1	Ihof	1
Mpus_Micpu51358	1	Mpus	1
Esil_CBN77807	1	Esil	1
Mgut_mgv1a000031m	1	Mgut	1
Ptet_A0DNF5_A0DNF5	1	Ptet	1
Ppat_XP_001770247	1	Ppat	1
Apar_comp18887_c1_seq1_fr4	1	Apar	1
Mpus_Micpu52469	1	Mpus	1
Tthe_XP_001024864	1	Tthe	1
Bdis_3g15410	1	Bdis	1
Crei_XP_001701098	1	Crei	1
Ppat_XP_001781749	1	Ppat	1
Rfil_109858_1c	1	Rfil	1
Tthe_XP_001032856	1	Tthe	1
Sarc_SARC_11016	1	Sarc	1
Sagg_62231	1	Sagg	1
Smoe_XP_002994441	1	Smoe	1
Rfil_121409_1c	1	Rfil	1
Acoe_005_00399	1	Acoe	1
Otau_XP_003081944	1	Otau	1
Cfra_5212T1	1	Cfra	1
Smoe_XP_002990183	1	Smoe	1
Gthe_137874	1	Gthe	1
Hsap_ENSP00000386759	2	Hsap	2a
Spur_XP_783359	2	Spur	2a
Sros_PTSG_08872	2	Sros	2a
Nspp_13100_fr6	2	Nspp	2a
Mbre_XP_001747356	2	Mbre	2a
Cint_ENSCINP00000025949	2	Cint	2a
Mlei_ML09663a	2	Mlei	2a
Rall_5258	2	Rall	2a
Scil_58119	2	Scil	2a
Nvec_XP_001635826	2	Nvec	2a
Lgig_227153	2	Lgig	2a
Ttra_AMSG_02056	2	Ttra	2a
Clim_g2911	2	Clim	2a
Nspp_13101_fr6	2	Nspp	2a
Mvib_comp16013_c3_seq1_fr4	2	Mvib	2a
Scil_27866	2	Scil	2a
Dmel_FBpp0073610	2	Dmel	2a
Cgig_10007074	2	Cgig	2a
Tadh_XP_002110866	2	Tadh	2a
Skow_XP_002733567	2	Skow	2a
Aque_XP_003387717	2	Aque	2a
Ctel_160470	2	Ctel	2a
Hmag_XP_002169363	2	Hmag	2a
Spur_XP_003725626	2	Spur	2a
Tcru_XP_810430	3	Tcru	3
Tgon_XP_002365011	3	Tgon	3
Cang_65771	3	Cang	3
Esil_CBN75501	3	Esil	3
Bnat_72270	3	Bnat	3
Spun_SPPG_01685	3	Spun	3
Ehux_216151	3	Ehux	3
Pinf_XP_002899390	3	Pinf	3
Bsal_BS33470	3	Bsal	3
Pinf_XP_002902883	3	Pinf	3
Tcru_XP_810987	3	Tcru	3
Rfil_20985_3cf1	3	Rfil	3
Rfil_39362_2c	3	Rfil	3
Cele_T12F5_4	3	Cele	3
Ehux_108024	3	Ehux	3
Bnat_136495	3	Bnat	3
Pinf_XP_002899278	3	Pinf	3
Bsal_BS35450	3	Bsal	3
Gthe_131886	3	Gthe	3
Acas_g7149	3	Acas	3
Tcru_XP_809765	3	Tcru	3
Cele_Y43F4B_3	3	Cele	3
Tcru_XP_803514	3	Tcru	3
Tpse_XP_002297463	3	Tpse	3
Cpar_9156Contig43085	3	Cpar	3
Spun_SPPG_06877	3	Spun	3
Mpus_Micpu56361	3	Mpus	3
Nvec_XP_001621978	3	Nvec	3
Pfal_Q8IE95_Q8IE95	3	Pfal	3
Ngad_00540	3	Ngad	3
Acas_g12825	3	Acas	3
Tcru_XP_805945	3	Tcru	3
Nvec_XP_001622536	3	Nvec	3
Pinf_XP_002900419	3	Pinf	3
Pinf_XP_002902016	3	Pinf	3
Cpar_28224Contig56056	3	Cpar	3
Esil_CBN80460	3	Esil	3
Ehux_470404	3	Ehux	3
Mvib_comp13658_c0_seq1_fr6	3	Mvib	3
Acas_g9900	3	Acas	3
Bnat_146525	3	Bnat	3
Ptri_XP_002177534	3	Ptri	3
Cele_Y2H9A_1_1	3	Cele	3
Cowc_CAOG_00526	3	Cowc	3
Ngad_05847	3	Ngad	3
Tcru_XP_807760	3	Tcru	3
Tcru_XP_814551	3	Tcru	3
Pinf_XP_002895606	3	Pinf	3
Ehux_450763	3	Ehux	3
Ehux_118705	3	Ehux	3
Pinf_XP_002999311	3	Pinf	3
Gthe_56155	3	Gthe	3
Pinf_XP_002908175	3	Pinf	3
Ehux_458569	3	Ehux	3
Gthe_66832	3	Gthe	3
Gpro_57228	3	Gpro	3
Ehux_97974	3	Ehux	3
Lmaj_XP_001686591	3	Lmaj	3
Lmaj_XP_001683937	3	Lmaj	3
Pinf_XP_002898694	3	Pinf	3
Lmaj_XP_001684263	3	Lmaj	3
Ehux_453655	3	Ehux	3
Rfil_529913_11s	3	Rfil	3
Bsal_BS02315	3	Bsal	3
Tpse_XP_002294263	3	Tpse	3
Ehux_210156	3	Ehux	3
Pyez_36087_g8602	4	Pyez	4
Esil_CBJ25830	4	Esil	4
Vcar_XP_002951402	4	Vcar	4
Crei_XP_001701055	4	Crei	4
Aker_79755	4	Aker	4
Sagg_16132	4	Sagg	4
Ccri_T00007124001	4	Ccri	4
Cvar_EFN54848	4	Cvar	4
Otau_XP_003082786	4	Otau	4
Mpus_Micpu155764	4	Mpus	4
Pyez_37940_g8901	4	Pyez	4
Aker_28962	4	Aker	4
Cfra_7962T1	5	Cfra	5
Mcir_Mucci2_34233	5	Mcir	5
Gpro_455465	5	Gpro	5
Falb_H696_01829T1	5	Falb	5
Ccor_47936	5	Ccor	5
Rirr_34964	5	Rirr	5
Ihof_10001	5	Ihof	5
Cpar_12738Contig6713	5	Cpar	5
Nspp_14576_fr3	5	Nspp	5
Cang_123522	5	Cang	5
Rory_1193	5	Rory	5
Pinf_XP_002899256	5	Pinf	5
Pinf_XP_002999193	5	Pinf	5
Sarc_SARC_00855	5	Sarc	5
Rall_1732	5	Rall	5
Crev_88476	5	Crev	5
Ptri_XP_002185333	5	Ptri	5
Esil_CBN74517	5	Esil	5
Cowc_CAOG_03906	5	Cowc	5
Amac_11220	5	Amac	5
Mver_11821	5	Mver	5
Falb_H696_01829T0	5	Falb	5
Tpse_XP_002296152	5	Tpse	5
Mver_01422	5	Mver	5
Apar_comp15960_c0_seq1_fr5	5	Apar	5
Mcir_Mucci2_38052	5	Mcir	5
Cang_125716	5	Cang	5
Ngad_06395	5	Ngad	5
Rory_5504	5	Rory	5
Pbla_Phybl2_133104	5	Pbla	5
Pisp_22950	5	Pisp	5
Rory_16719	5	Rory	5
Umar_257554	5	Umar	5
Ngru_XP_002675415	6	Ngru	6
Pinf_XP_002900479	6	Pinf	6
Pinf_XP_002903975	6	Pinf	6
Aano_F0Y2P1	6	Aano	6
Pinf_XP_002903302	6	Pinf	6
Ccri_T00005569001	6	Ccri	6
Acas_g5506	6	Acas	6
Gthe_47131	6	Gthe	6
