node	cluster	sps	cluster_ref
Sbic_06g001340	0	Sbic	0
Cele_C49F5_2	0	Cele	0
Mgut_mgv1a005143m	0	Mgut	0
Bdis_4g43717	0	Bdis	0
Sbic_09g019060	0	Sbic	0
Bdis_3g35330	0	Bdis	0
Acoe_043_00022	0	Acoe	0
Atha_AT1G73100	0	Atha	0
Bdis_4g28460	0	Bdis	0
Mgut_mgv1a006459m	0	Mgut	0
Cele_R11E3_4	0	Cele	0
Bdis_1g53840	0	Bdis	0
Sbic_04g033260	0	Sbic	0
Bdis_5g17340	0	Bdis	0
Mgut_mgv1a021585m	0	Mgut	0
Smoe_XP_002963315	0	Smoe	0
Bdis_4g25940	0	Bdis	0
Atha_AT2G05900	0	Atha	0
Acoe_133_00028	0	Acoe	0
Smoe_XP_002976443	0	Smoe	0
Ppat_XP_001753516	0	Ppat	0
Mpus_Micpu62078	0	Mpus	0
Atha_AT2G22740	0	Atha	0
Sbic_07g023560	0	Sbic	0
Sbic_07g019850	0	Sbic	0
Sbic_03g044580	0	Sbic	0
Atha_AT2G24740	0	Atha	0
Mgut_mgv1a003074m	0	Mgut	0
Atha_AT2G33290	0	Atha	0
Bdis_2g13416	0	Bdis	0
Acoe_001_00249	0	Acoe	0
Bdis_2g26840	0	Bdis	0
Pmar_XP_002767929	0	Pmar	0
Cele_C41G7_4	0	Cele	0
Ihof_8812	0	Ihof	0
Acoe_010_00310	0	Acoe	0
Atha_AT1G17770	0	Atha	0
Sbic_07g019863	0	Sbic	0
Acoe_009_00084	0	Acoe	0
Acoe_005_00512	0	Acoe	0
Mgut_mgv1a020163m	0	Mgut	0
Mgut_mgv1a002144m	0	Mgut	0
Cele_K12H6_11	0	Cele	0
Cvar_EFN57970	0	Cvar	0
Mgut_mgv1a002557m	0	Mgut	0
Sbic_03g037660	0	Sbic	0
Ppat_XP_001785269	0	Ppat	0
Acoe_013_00108	0	Acoe	0
Sbic_06g024160	0	Sbic	0
Sbic_08g001570	0	Sbic	0
Acoe_005_00513	0	Acoe	0
Mgut_mgv1a002504m	0	Mgut	0
Apar_comp21086_c0_seq1_fr6	0	Apar	0
Acoe_002_00419	0	Acoe	0
Sbic_02g006620	0	Sbic	0
Atha_AT2G35160	0	Atha	0
Mbre_XP_001751054	0	Mbre	0
Sbic_02g022936	0	Sbic	0
Sbic_07g019860	0	Sbic	0
Bdis_4g28792	0	Bdis	0
Acoe_039_00171	0	Acoe	0
Sbic_02g010210	0	Sbic	0
Atha_AT5G13960	0	Atha	0
Bdis_3g12710	0	Bdis	0
Cele_Y24D9A_2	0	Cele	0
Atha_AT5G04940	0	Atha	0
Acoe_110_00035	0	Acoe	0
Bdis_2g59430	0	Bdis	0
Ppat_XP_001775340	0	Ppat	0
Mpus_Micpu7678	0	Mpus	0
Acoe_025_00050	0	Acoe	0
Smoe_XP_002979834	0	Smoe	0
Sbic_09g024010	0	Sbic	0
Ppat_XP_001785416	0	Ppat	0
Smoe_XP_002974605	0	Smoe	0
Atha_AT4G13460	0	Atha	0
Bdis_2g60080	0	Bdis	0
Acoe_021_00113	0	Acoe	0
Pmar_XP_002785418	0	Pmar	0
Bdis_1g29010	0	Bdis	0
Cele_W01C8_3	0	Cele	0
Mgut_mgv1a001540m	1	Mgut	1ab
Bdis_5g00500	1	Bdis	1ab
Sbic_06g034060	1	Sbic	1ab
Nvec_XP_001627377	1	Nvec	1ab
Smoe_XP_002966287	1	Smoe	1ab
Ppat_XP_001757011	1	Ppat	1ab
Ppat_XP_001785809	1	Ppat	1ab
Spur_XP_003723917	1	Spur	1ab
Mgut_mgv1a001836m	1	Mgut	1ab
Acoe_034_00271	1	Acoe	1ab
Lgig_111681	1	Lgig	1ab
Cint_ENSCINP00000019485	1	Cint	1a
Mgut_mgv1a008633m	1	Mgut	1ab
Scil_27079	1	Scil	1ab
Ocar_g3910_t1	1	Ocar	1a
Sbic_07g023480	1	Sbic	1ab
Atha_AT1G04050	1	Atha	1ab
Smoe_XP_002978283	1	Smoe	1ab
Mgut_mgv1a004355m	1	Mgut	1ab
Tadh_XP_002117622	1	Tadh	1ab
Hsap_ENSP00000326477	1	Hsap	1a
Bdis_3g12790	1	Bdis	1ab
Ctel_224568	1	Ctel	1ab
Tadh_XP_002117623	1	Tadh	1ab
Bdis_3g48970	1	Bdis	1ab
Bdis_3g48980	1	Bdis	1ab
Atha_AT3G04380	1	Atha	1ab
Cele_R05D3_11	1	Cele	1a
Acoe_025_00006	1	Acoe	1ab
Cgig_10026622	1	Cgig	1ab
Sbic_04g026310	1	Sbic	1ab
Hsap_ENSP00000271640	1	Hsap	1b
Skow_XP_002731923	1	Skow	1ab
Atha_AT5G43990	1	Atha	1ab
Hmag_XP_002169411	1	Hmag	1ab
Aque_XP_003387124	1	Aque	1ab
Mgut_mgv1a019352m	1	Mgut	1ab
Bdis_1g64870	1	Bdis	1ab
Dmel_FBpp0111689	1	Dmel	1ab
Cele_F34D6_4	2	Cele	2
Mver_05042	2	Mver	2
Amac_03278	2	Amac	2
Amac_06513	2	Amac	2
Rirr_39959	2	Rirr	2
Esil_CBN78286	2	Esil	2
Umar_238155	2	Umar	2
Ngru_XP_002672965	2	Ngru	2
Ngru_XP_002673418	2	Ngru	2
Ppal_EFA86329_1	2	Ppal	2
Esil_CBN78130	2	Esil	2
Ncra_5372NCU06119	2	Ncra	2
Rory_15688	2	Rory	2
Bden_Batde5_6084	2	Bden	2
Gpro_56876	2	Gpro	2
Mcir_Mucci2_146498	2	Mcir	2
Mlei_ML08863a	2	Mlei	2
Umay_XP_761474	2	Umay	2
Acas_g9962	2	Acas	2
Ccin_CC1G_12392	2	Ccin	2
Dmel_FBpp0070062	2	Dmel	2
Ccin_CC1G_15399	2	Ccin	2
Nspp_17621_fr3	2	Nspp	2
Pbla_Phybl2_156239	2	Pbla	2
Amac_15442	2	Amac	2
Spun_SPPG_05106	2	Spun	2
Mvib_comp13337_c0_seq1_fr4	3	Mvib	3
Mpus_Micpu68459	3	Mpus	3
Sbic_03g035910	3	Sbic	3
Crei_XP_001691756	3	Crei	3
Bdis_2g51320	3	Bdis	3
Otau_XP_003084058	3	Otau	3
Mgut_mgv1a009915m	3	Mgut	3
Smoe_XP_002964246	3	Smoe	3
Ppat_XP_001752275	3	Ppat	3
Acoe_009_00559	3	Acoe	3
Atha_AT3G03750	3	Atha	3
Cvar_EFN59137	3	Cvar	3
Smoe_XP_002989567	3	Smoe	3
