in_gene	out_gene	branch_support	ev_type	sos
Cpar_23305Contig38514	Smoe_XP_002962081	1.0	S	0.0
Cpar_23305Contig38514	Smoe_XP_002961588	1.0	S	0.0
Cpar_23305Contig38514	Smoe_XP_002971004	1.0	S	0.0
Cpar_23305Contig38514	Smoe_XP_002962082	1.0	S	0.0
Cpar_23305Contig38514	Smoe_XP_002971005	1.0	S	0.0
Fgra_FGSG_03833	Smoe_XP_002962081	1.0	S	0.0
Fgra_FGSG_03833	Smoe_XP_002961588	1.0	S	0.0
Fgra_FGSG_03833	Smoe_XP_002971004	1.0	S	0.0
Fgra_FGSG_03833	Smoe_XP_002962082	1.0	S	0.0
Fgra_FGSG_03833	Smoe_XP_002971005	1.0	S	0.0
Fgra_FGSG_03833	Cpar_23305Contig38514	1.0	S	0.0
Bdis_1g73790	Cele_Y32F6A_1_1	1.0	S	0.0
Bdis_1g73790	Tmel_XP_002836440	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002990571	1.0	S	0.0
Bdis_1g73790	Sros_PTSG_04361	1.0	S	0.0
Bdis_1g73790	Pbla_Phybl2_108062	1.0	S	0.0
Bdis_1g73790	Ppat_XP_001786289	1.0	S	0.0
Bdis_1g73790	Crei_XP_001701008	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002983641	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002982699	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002973763	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002963144	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002975811	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002971811	1.0	S	0.0
Bdis_1g73790	Otau_XP_003081858	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002975639	1.0	S	0.0
Bdis_1g73790	Ccin_CC1G_05693	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002979364	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002978194	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002966366	1.0	S	0.0
Bdis_1g73790	Crei_XP_001701009	1.0	S	0.0
Bdis_1g73790	Ppat_XP_001778358	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002990851	1.0	S	0.0
Bdis_1g73790	Mcir_Mucci2_106871	1.0	S	0.0
Bdis_1g73790	Spun_SPPG_04074	1.0	S	0.0
Bdis_1g73790	Ppat_XP_001770248	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002991840	1.0	S	0.0
Bdis_1g73790	Ccor_135587	1.0	S	0.0
Bdis_1g73790	Ncra_794NCU00870	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002973616	1.0	S	0.0
Bdis_1g73790	Ppal_EFA77024_1	1.0	S	0.0
Bdis_1g73790	Rory_6165	1.0	S	0.0
Bdis_1g73790	Amac_03049	1.0	S	0.0
Bdis_1g73790	Pbla_Phybl2_134258	1.0	S	0.0
Bdis_1g73790	Ppal_EFA83360_1	1.0	S	0.0
Bdis_1g73790	Crei_XP_001701010	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002979745	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002988390	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002972331	1.0	S	0.0
Bdis_1g73790	Amac_03048	1.0	S	0.0
Bdis_1g73790	Umay_XP_758014	1.0	S	0.0
Bdis_1g73790	Amac_10326	1.0	S	0.0
Bdis_1g73790	Sarc_SARC_09048	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002981230	1.0	S	0.0
Bdis_1g73790	Mpus_Micpu205714	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002980178	1.0	S	0.0
Bdis_1g73790	Smoe_XP_002990338	1.0	S	0.0
Bdis_1g73790	Mcir_Mucci2_109312	1.0	S	0.0
Bdis_1g73790	Rall_366	1.0	S	0.0
Bdis_1g73790	Mver_00240	1.0	S	0.0
Scil_51071	Cele_Y32F6A_1_1	1.0	S	0.0
Scil_51071	Tmel_XP_002836440	1.0	S	0.0
